"employee_id","student_id","first_name","middle_name","last_name","email","role","department","program","year_level","contact_number","login_password"
"","STU-DEMO-0164","Jomari","D.","Ortega","student0164@coedigo.local","student","College of Engineering","BSME","4","09800000164","password"
"","STU-DEMO-0165","Katrina","E.","Panganiban","student0165@coedigo.local","student","College of Engineering","BSCE","5","09800000165","password"
"","STU-DEMO-0166","Leo","F.","Perez","student0166@coedigo.local","student","College of Engineering","BSEE","1","09800000166","password"
"","STU-DEMO-0167","Maureen","G.","Ramos","student0167@coedigo.local","student","College of Engineering","BSCpE","2","09800000167","password"
"","STU-DEMO-0168","Nathan","H.","Rivera","student0168@coedigo.local","student","College of Engineering","BSME","3","09800000168","password"
"","STU-DEMO-0169","Olivia","I.","Robles","student0169@coedigo.local","student","College of Engineering","BSCE","4","09800000169","password"
"","STU-DEMO-0170","Paolo","J.","Salazar","student0170@coedigo.local","student","College of Engineering","BSEE","5","09800000170","password"
"","STU-DEMO-0171","Queenie","A.","Santiago","student0171@coedigo.local","student","College of Engineering","BSCpE","1","09800000171","password"
"","STU-DEMO-0172","Ramon","B.","Soriano","student0172@coedigo.local","student","College of Engineering","BSME","2","09800000172","password"
"","STU-DEMO-0173","Shaira","C.","Tolentino","student0173@coedigo.local","student","College of Engineering","BSCE","3","09800000173","password"
"","STU-DEMO-0174","Toni","D.","Velasco","student0174@coedigo.local","student","College of Engineering","BSEE","4","09800000174","password"
"","STU-DEMO-0175","Ulysses","E.","Vergara","student0175@coedigo.local","student","College of Engineering","BSCpE","5","09800000175","password"
"","STU-DEMO-0176","Vanessa","F.","Aguilar","student0176@coedigo.local","student","College of Engineering","BSME","1","09800000176","password"
"","STU-DEMO-0177","Warren","G.","Alvarez","student0177@coedigo.local","student","College of Engineering","BSCE","2","09800000177","password"
"","STU-DEMO-0178","Xandra","H.","Aquino","student0178@coedigo.local","student","College of Engineering","BSEE","3","09800000178","password"
"","STU-DEMO-0179","Yvonne","I.","Baluyot","student0179@coedigo.local","student","College of Engineering","BSCpE","4","09800000179","password"
"","STU-DEMO-0180","Zion","J.","Basilio","student0180@coedigo.local","student","College of Engineering","BSME","5","09800000180","password"
"","STU-DEMO-0181","Adrian","A.","Castillo","student0181@coedigo.local","student","College of Engineering","BSCE","1","09800000181","password"
"","STU-DEMO-0182","Alyssa","B.","Chavez","student0182@coedigo.local","student","College of Engineering","BSEE","2","09800000182","password"
"","STU-DEMO-0183","Bianca","C.","Cruz","student0183@coedigo.local","student","College of Engineering","BSCpE","3","09800000183","password"
"","STU-DEMO-0184","Bryan","D.","Domingo","student0184@coedigo.local","student","College of Engineering","BSME","4","09800000184","password"
"","STU-DEMO-0185","Camille","E.","Enriquez","student0185@coedigo.local","student","College of Engineering","BSCE","5","09800000185","password"
"","STU-DEMO-0186","Cedric","F.","Fernandez","student0186@coedigo.local","student","College of Engineering","BSEE","1","09800000186","password"
"","STU-DEMO-0187","Clarisse","G.","Francisco","student0187@coedigo.local","student","College of Engineering","BSCpE","2","09800000187","password"
"","STU-DEMO-0188","Daniel","H.","Gonzales","student0188@coedigo.local","student","College of Engineering","BSME","3","09800000188","password"
"","STU-DEMO-0189","Elaine","I.","Gutierrez","student0189@coedigo.local","student","College of Engineering","BSCE","4","09800000189","password"
"","STU-DEMO-0190","Francis","J.","Herrera","student0190@coedigo.local","student","College of Engineering","BSEE","5","09800000190","password"
"","STU-DEMO-0191","Gina","A.","Jacinto","student0191@coedigo.local","student","College of Engineering","BSCpE","1","09800000191","password"
"","STU-DEMO-0192","Harold","B.","Lazaro","student0192@coedigo.local","student","College of Engineering","BSME","2","09800000192","password"
"","STU-DEMO-0193","Irene","C.","Lopez","student0193@coedigo.local","student","College of Engineering","BSCE","3","09800000193","password"
"","STU-DEMO-0194","Jomari","D.","Magno","student0194@coedigo.local","student","College of Engineering","BSEE","4","09800000194","password"
"","STU-DEMO-0195","Katrina","E.","Manalo","student0195@coedigo.local","student","College of Engineering","BSCpE","5","09800000195","password"
"","STU-DEMO-0196","Leo","F.","Marquez","student0196@coedigo.local","student","College of Engineering","BSME","1","09800000196","password"
"","STU-DEMO-0197","Maureen","G.","Morales","student0197@coedigo.local","student","College of Engineering","BSCE","2","09800000197","password"
"","STU-DEMO-0198","Nathan","H.","Natividad","student0198@coedigo.local","student","College of Engineering","BSEE","3","09800000198","password"
"","STU-DEMO-0199","Olivia","I.","Ortega","student0199@coedigo.local","student","College of Engineering","BSCpE","4","09800000199","password"
"","STU-DEMO-0200","Paolo","J.","Panganiban","student0200@coedigo.local","student","College of Engineering","BSME","5","09800000200","password"
"","STU-DEMO-0201","Queenie","A.","Perez","student0201@coedigo.local","student","College of Engineering","BSCE","1","09800000201","password"
"","STU-DEMO-0202","Ramon","B.","Ramos","student0202@coedigo.local","student","College of Engineering","BSEE","2","09800000202","password"
"","STU-DEMO-0203","Shaira","C.","Rivera","student0203@coedigo.local","student","College of Engineering","BSCpE","3","09800000203","password"
"","STU-DEMO-0204","Toni","D.","Robles","student0204@coedigo.local","student","College of Engineering","BSME","4","09800000204","password"
"","STU-DEMO-0205","Ulysses","E.","Salazar","student0205@coedigo.local","student","College of Engineering","BSCE","5","09800000205","password"
"","STU-DEMO-0206","Vanessa","F.","Santiago","student0206@coedigo.local","student","College of Engineering","BSEE","1","09800000206","password"
"","STU-DEMO-0207","Warren","G.","Soriano","student0207@coedigo.local","student","College of Engineering","BSCpE","2","09800000207","password"
"","STU-DEMO-0208","Xandra","H.","Tolentino","student0208@coedigo.local","student","College of Engineering","BSME","3","09800000208","password"
"","STU-DEMO-0209","Yvonne","I.","Velasco","student0209@coedigo.local","student","College of Engineering","BSCE","4","09800000209","password"
"","STU-DEMO-0210","Zion","J.","Vergara","student0210@coedigo.local","student","College of Engineering","BSEE","5","09800000210","password"
"","STU-DEMO-0211","Adrian","A.","Aguilar","student0211@coedigo.local","student","College of Engineering","BSCpE","1","09800000211","password"
"","STU-DEMO-0212","Alyssa","B.","Alvarez","student0212@coedigo.local","student","College of Engineering","BSME","2","09800000212","password"
"","STU-DEMO-0213","Bianca","C.","Aquino","student0213@coedigo.local","student","College of Engineering","BSCE","3","09800000213","password"
"","STU-DEMO-0214","Bryan","D.","Baluyot","student0214@coedigo.local","student","College of Engineering","BSEE","4","09800000214","password"
"","STU-DEMO-0215","Camille","E.","Basilio","student0215@coedigo.local","student","College of Engineering","BSCpE","5","09800000215","password"
"","STU-DEMO-0216","Cedric","F.","Castillo","student0216@coedigo.local","student","College of Engineering","BSME","1","09800000216","password"
"","STU-DEMO-0217","Clarisse","G.","Chavez","student0217@coedigo.local","student","College of Engineering","BSCE","2","09800000217","password"
"","STU-DEMO-0218","Daniel","H.","Cruz","student0218@coedigo.local","student","College of Engineering","BSEE","3","09800000218","password"
"","STU-DEMO-0219","Elaine","I.","Domingo","student0219@coedigo.local","student","College of Engineering","BSCpE","4","09800000219","password"
"","STU-DEMO-0220","Francis","J.","Enriquez","student0220@coedigo.local","student","College of Engineering","BSME","5","09800000220","password"
"","STU-DEMO-0221","Gina","A.","Fernandez","student0221@coedigo.local","student","College of Engineering","BSCE","1","09800000221","password"
"","STU-DEMO-0222","Harold","B.","Francisco","student0222@coedigo.local","student","College of Engineering","BSEE","2","09800000222","password"
"","STU-DEMO-0223","Irene","C.","Gonzales","student0223@coedigo.local","student","College of Engineering","BSCpE","3","09800000223","password"
"","STU-DEMO-0224","Jomari","D.","Gutierrez","student0224@coedigo.local","student","College of Engineering","BSME","4","09800000224","password"
"","STU-DEMO-0225","Katrina","E.","Herrera","student0225@coedigo.local","student","College of Engineering","BSCE","5","09800000225","password"
"","STU-DEMO-0226","Leo","F.","Jacinto","student0226@coedigo.local","student","College of Engineering","BSEE","1","09800000226","password"
"","STU-DEMO-0227","Maureen","G.","Lazaro","student0227@coedigo.local","student","College of Engineering","BSCpE","2","09800000227","password"
"","STU-DEMO-0228","Nathan","H.","Lopez","student0228@coedigo.local","student","College of Engineering","BSME","3","09800000228","password"
"","STU-DEMO-0229","Olivia","I.","Magno","student0229@coedigo.local","student","College of Engineering","BSCE","4","09800000229","password"
"","STU-DEMO-0230","Paolo","J.","Manalo","student0230@coedigo.local","student","College of Engineering","BSEE","5","09800000230","password"
"","STU-DEMO-0231","Queenie","A.","Marquez","student0231@coedigo.local","student","College of Engineering","BSCpE","1","09800000231","password"
"","STU-DEMO-0232","Ramon","B.","Morales","student0232@coedigo.local","student","College of Engineering","BSME","2","09800000232","password"
"","STU-DEMO-0233","Shaira","C.","Natividad","student0233@coedigo.local","student","College of Engineering","BSCE","3","09800000233","password"
"","STU-DEMO-0234","Toni","D.","Ortega","student0234@coedigo.local","student","College of Engineering","BSEE","4","09800000234","password"
"","STU-DEMO-0235","Ulysses","E.","Panganiban","student0235@coedigo.local","student","College of Engineering","BSCpE","5","09800000235","password"
"","STU-DEMO-0236","Vanessa","F.","Perez","student0236@coedigo.local","student","College of Engineering","BSME","1","09800000236","password"
"","STU-DEMO-0237","Warren","G.","Ramos","student0237@coedigo.local","student","College of Engineering","BSCE","2","09800000237","password"
"","STU-DEMO-0238","Xandra","H.","Rivera","student0238@coedigo.local","student","College of Engineering","BSEE","3","09800000238","password"
"","STU-DEMO-0239","Yvonne","I.","Robles","student0239@coedigo.local","student","College of Engineering","BSCpE","4","09800000239","password"
"","STU-DEMO-0240","Zion","J.","Salazar","student0240@coedigo.local","student","College of Engineering","BSME","5","09800000240","password"
"","STU-DEMO-0241","Adrian","A.","Santiago","student0241@coedigo.local","student","College of Engineering","BSCE","1","09800000241","password"
"","STU-DEMO-0242","Alyssa","B.","Soriano","student0242@coedigo.local","student","College of Engineering","BSEE","2","09800000242","password"
"","STU-DEMO-0243","Bianca","C.","Tolentino","student0243@coedigo.local","student","College of Engineering","BSCpE","3","09800000243","password"
"","STU-DEMO-0244","Bryan","D.","Velasco","student0244@coedigo.local","student","College of Engineering","BSME","4","09800000244","password"
"","STU-DEMO-0245","Camille","E.","Vergara","student0245@coedigo.local","student","College of Engineering","BSCE","5","09800000245","password"
"","STU-DEMO-0246","Cedric","F.","Aguilar","student0246@coedigo.local","student","College of Engineering","BSEE","1","09800000246","password"
"","STU-DEMO-0247","Clarisse","G.","Alvarez","student0247@coedigo.local","student","College of Engineering","BSCpE","2","09800000247","password"
"","STU-DEMO-0248","Daniel","H.","Aquino","student0248@coedigo.local","student","College of Engineering","BSME","3","09800000248","password"
"","STU-DEMO-0249","Elaine","I.","Baluyot","student0249@coedigo.local","student","College of Engineering","BSCE","4","09800000249","password"
"","STU-DEMO-0250","Francis","J.","Basilio","student0250@coedigo.local","student","College of Engineering","BSEE","5","09800000250","password"
"","STU-DEMO-0251","Gina","A.","Castillo","student0251@coedigo.local","student","College of Engineering","BSCpE","1","09800000251","password"
"","STU-DEMO-0252","Harold","B.","Chavez","student0252@coedigo.local","student","College of Engineering","BSME","2","09800000252","password"
"","STU-DEMO-0253","Irene","C.","Cruz","student0253@coedigo.local","student","College of Engineering","BSCE","3","09800000253","password"
"","STU-DEMO-0254","Jomari","D.","Domingo","student0254@coedigo.local","student","College of Engineering","BSEE","4","09800000254","password"
"","STU-DEMO-0255","Katrina","E.","Enriquez","student0255@coedigo.local","student","College of Engineering","BSCpE","5","09800000255","password"
"","STU-DEMO-0256","Leo","F.","Fernandez","student0256@coedigo.local","student","College of Engineering","BSME","1","09800000256","password"
"","STU-DEMO-0257","Maureen","G.","Francisco","student0257@coedigo.local","student","College of Engineering","BSCE","2","09800000257","password"
"","STU-DEMO-0258","Nathan","H.","Gonzales","student0258@coedigo.local","student","College of Engineering","BSEE","3","09800000258","password"
"","STU-DEMO-0259","Olivia","I.","Gutierrez","student0259@coedigo.local","student","College of Engineering","BSCpE","4","09800000259","password"
"","STU-DEMO-0260","Paolo","J.","Herrera","student0260@coedigo.local","student","College of Engineering","BSME","5","09800000260","password"
"","STU-DEMO-0261","Queenie","A.","Jacinto","student0261@coedigo.local","student","College of Engineering","BSCE","1","09800000261","password"
"","STU-DEMO-0262","Ramon","B.","Lazaro","student0262@coedigo.local","student","College of Engineering","BSEE","2","09800000262","password"
"","STU-DEMO-0263","Shaira","C.","Lopez","student0263@coedigo.local","student","College of Engineering","BSCpE","3","09800000263","password"
"","STU-DEMO-0264","Toni","D.","Magno","student0264@coedigo.local","student","College of Engineering","BSME","4","09800000264","password"
"","STU-DEMO-0265","Ulysses","E.","Manalo","student0265@coedigo.local","student","College of Engineering","BSCE","5","09800000265","password"
"","STU-DEMO-0266","Vanessa","F.","Marquez","student0266@coedigo.local","student","College of Engineering","BSEE","1","09800000266","password"
"","STU-DEMO-0267","Warren","G.","Morales","student0267@coedigo.local","student","College of Engineering","BSCpE","2","09800000267","password"
"","STU-DEMO-0268","Xandra","H.","Natividad","student0268@coedigo.local","student","College of Engineering","BSME","3","09800000268","password"
"","STU-DEMO-0269","Yvonne","I.","Ortega","student0269@coedigo.local","student","College of Engineering","BSCE","4","09800000269","password"
"","STU-DEMO-0270","Zion","J.","Panganiban","student0270@coedigo.local","student","College of Engineering","BSEE","5","09800000270","password"
"","STU-DEMO-0271","Adrian","A.","Perez","student0271@coedigo.local","student","College of Engineering","BSCpE","1","09800000271","password"
"","STU-DEMO-0272","Alyssa","B.","Ramos","student0272@coedigo.local","student","College of Engineering","BSME","2","09800000272","password"
"","STU-DEMO-0273","Bianca","C.","Rivera","student0273@coedigo.local","student","College of Engineering","BSCE","3","09800000273","password"
"","STU-DEMO-0274","Bryan","D.","Robles","student0274@coedigo.local","student","College of Engineering","BSEE","4","09800000274","password"
"","STU-DEMO-0275","Camille","E.","Salazar","student0275@coedigo.local","student","College of Engineering","BSCpE","5","09800000275","password"
"","STU-DEMO-0276","Cedric","F.","Santiago","student0276@coedigo.local","student","College of Engineering","BSME","1","09800000276","password"
"","STU-DEMO-0277","Clarisse","G.","Soriano","student0277@coedigo.local","student","College of Engineering","BSCE","2","09800000277","password"
"","STU-DEMO-0278","Daniel","H.","Tolentino","student0278@coedigo.local","student","College of Engineering","BSEE","3","09800000278","password"
"","STU-DEMO-0279","Elaine","I.","Velasco","student0279@coedigo.local","student","College of Engineering","BSCpE","4","09800000279","password"
"","STU-DEMO-0280","Francis","J.","Vergara","student0280@coedigo.local","student","College of Engineering","BSME","5","09800000280","password"
"","STU-DEMO-0281","Gina","A.","Aguilar","student0281@coedigo.local","student","College of Engineering","BSCE","1","09800000281","password"
"","STU-DEMO-0282","Harold","B.","Alvarez","student0282@coedigo.local","student","College of Engineering","BSEE","2","09800000282","password"
"","STU-DEMO-0283","Irene","C.","Aquino","student0283@coedigo.local","student","College of Engineering","BSCpE","3","09800000283","password"
"","STU-DEMO-0284","Jomari","D.","Baluyot","student0284@coedigo.local","student","College of Engineering","BSME","4","09800000284","password"
"","STU-DEMO-0285","Katrina","E.","Basilio","student0285@coedigo.local","student","College of Engineering","BSCE","5","09800000285","password"
"","STU-DEMO-0286","Leo","F.","Castillo","student0286@coedigo.local","student","College of Engineering","BSEE","1","09800000286","password"
"","STU-DEMO-0287","Maureen","G.","Chavez","student0287@coedigo.local","student","College of Engineering","BSCpE","2","09800000287","password"
"","STU-DEMO-0288","Nathan","H.","Cruz","student0288@coedigo.local","student","College of Engineering","BSME","3","09800000288","password"
"","STU-DEMO-0289","Olivia","I.","Domingo","student0289@coedigo.local","student","College of Engineering","BSCE","4","09800000289","password"
"","STU-DEMO-0290","Paolo","J.","Enriquez","student0290@coedigo.local","student","College of Engineering","BSEE","5","09800000290","password"
"","STU-DEMO-0291","Queenie","A.","Fernandez","student0291@coedigo.local","student","College of Engineering","BSCpE","1","09800000291","password"
"","STU-DEMO-0292","Ramon","B.","Francisco","student0292@coedigo.local","student","College of Engineering","BSME","2","09800000292","password"
"","STU-DEMO-0293","Shaira","C.","Gonzales","student0293@coedigo.local","student","College of Engineering","BSCE","3","09800000293","password"
"","STU-DEMO-0294","Toni","D.","Gutierrez","student0294@coedigo.local","student","College of Engineering","BSEE","4","09800000294","password"
"","STU-DEMO-0295","Ulysses","E.","Herrera","student0295@coedigo.local","student","College of Engineering","BSCpE","5","09800000295","password"
"","STU-DEMO-0296","Vanessa","F.","Jacinto","student0296@coedigo.local","student","College of Engineering","BSME","1","09800000296","password"
"","STU-DEMO-0297","Warren","G.","Lazaro","student0297@coedigo.local","student","College of Engineering","BSCE","2","09800000297","password"
"","STU-DEMO-0298","Xandra","H.","Lopez","student0298@coedigo.local","student","College of Engineering","BSEE","3","09800000298","password"
"","STU-DEMO-0299","Yvonne","I.","Magno","student0299@coedigo.local","student","College of Engineering","BSCpE","4","09800000299","password"
"","STU-DEMO-0300","Zion","J.","Manalo","student0300@coedigo.local","student","College of Engineering","BSME","5","09800000300","password"
"","STU-DEMO-0301","Adrian","A.","Marquez","student0301@coedigo.local","student","College of Engineering","BSCE","1","09800000301","password"
"","STU-DEMO-0302","Alyssa","B.","Morales","student0302@coedigo.local","student","College of Engineering","BSEE","2","09800000302","password"
"","STU-DEMO-0303","Bianca","C.","Natividad","student0303@coedigo.local","student","College of Engineering","BSCpE","3","09800000303","password"
"","STU-DEMO-0304","Bryan","D.","Ortega","student0304@coedigo.local","student","College of Engineering","BSME","4","09800000304","password"
"","STU-DEMO-0305","Camille","E.","Panganiban","student0305@coedigo.local","student","College of Engineering","BSCE","5","09800000305","password"
"","STU-DEMO-0306","Cedric","F.","Perez","student0306@coedigo.local","student","College of Engineering","BSEE","1","09800000306","password"
"","STU-DEMO-0307","Clarisse","G.","Ramos","student0307@coedigo.local","student","College of Engineering","BSCpE","2","09800000307","password"
"","STU-DEMO-0308","Daniel","H.","Rivera","student0308@coedigo.local","student","College of Engineering","BSME","3","09800000308","password"
"","STU-DEMO-0309","Elaine","I.","Robles","student0309@coedigo.local","student","College of Engineering","BSCE","4","09800000309","password"
"","STU-DEMO-0310","Francis","J.","Salazar","student0310@coedigo.local","student","College of Engineering","BSEE","5","09800000310","password"
"","STU-DEMO-0311","Gina","A.","Santiago","student0311@coedigo.local","student","College of Engineering","BSCpE","1","09800000311","password"
"","STU-DEMO-0312","Harold","B.","Soriano","student0312@coedigo.local","student","College of Engineering","BSME","2","09800000312","password"
"","STU-DEMO-0313","Irene","C.","Tolentino","student0313@coedigo.local","student","College of Engineering","BSCE","3","09800000313","password"
"","STU-DEMO-0314","Jomari","D.","Velasco","student0314@coedigo.local","student","College of Engineering","BSEE","4","09800000314","password"
"","STU-DEMO-0315","Katrina","E.","Vergara","student0315@coedigo.local","student","College of Engineering","BSCpE","5","09800000315","password"
"","STU-DEMO-0316","Leo","F.","Aguilar","student0316@coedigo.local","student","College of Engineering","BSME","1","09800000316","password"
"","STU-DEMO-0317","Maureen","G.","Alvarez","student0317@coedigo.local","student","College of Engineering","BSCE","2","09800000317","password"
"","STU-DEMO-0318","Nathan","H.","Aquino","student0318@coedigo.local","student","College of Engineering","BSEE","3","09800000318","password"
"","STU-DEMO-0319","Olivia","I.","Baluyot","student0319@coedigo.local","student","College of Engineering","BSCpE","4","09800000319","password"
"","STU-DEMO-0320","Paolo","J.","Basilio","student0320@coedigo.local","student","College of Engineering","BSME","5","09800000320","password"
"","STU-DEMO-0321","Queenie","A.","Castillo","student0321@coedigo.local","student","College of Engineering","BSCE","1","09800000321","password"
"","STU-DEMO-0322","Ramon","B.","Chavez","student0322@coedigo.local","student","College of Engineering","BSEE","2","09800000322","password"
"","STU-DEMO-0323","Shaira","C.","Cruz","student0323@coedigo.local","student","College of Engineering","BSCpE","3","09800000323","password"
"","STU-DEMO-0324","Toni","D.","Domingo","student0324@coedigo.local","student","College of Engineering","BSME","4","09800000324","password"
"","STU-DEMO-0325","Ulysses","E.","Enriquez","student0325@coedigo.local","student","College of Engineering","BSCE","5","09800000325","password"
"","STU-DEMO-0326","Vanessa","F.","Fernandez","student0326@coedigo.local","student","College of Engineering","BSEE","1","09800000326","password"
"","STU-DEMO-0327","Warren","G.","Francisco","student0327@coedigo.local","student","College of Engineering","BSCpE","2","09800000327","password"
"","STU-DEMO-0328","Xandra","H.","Gonzales","student0328@coedigo.local","student","College of Engineering","BSME","3","09800000328","password"
"","STU-DEMO-0329","Yvonne","I.","Gutierrez","student0329@coedigo.local","student","College of Engineering","BSCE","4","09800000329","password"
"","STU-DEMO-0330","Zion","J.","Herrera","student0330@coedigo.local","student","College of Engineering","BSEE","5","09800000330","password"
"","STU-DEMO-0331","Adrian","A.","Jacinto","student0331@coedigo.local","student","College of Engineering","BSCpE","1","09800000331","password"
"","STU-DEMO-0332","Alyssa","B.","Lazaro","student0332@coedigo.local","student","College of Engineering","BSME","2","09800000332","password"
"","STU-DEMO-0333","Bianca","C.","Lopez","student0333@coedigo.local","student","College of Engineering","BSCE","3","09800000333","password"
"","STU-DEMO-0334","Bryan","D.","Magno","student0334@coedigo.local","student","College of Engineering","BSEE","4","09800000334","password"
"","STU-DEMO-0335","Camille","E.","Manalo","student0335@coedigo.local","student","College of Engineering","BSCpE","5","09800000335","password"
"","STU-DEMO-0336","Cedric","F.","Marquez","student0336@coedigo.local","student","College of Engineering","BSME","1","09800000336","password"
"","STU-DEMO-0337","Clarisse","G.","Morales","student0337@coedigo.local","student","College of Engineering","BSCE","2","09800000337","password"
"","STU-DEMO-0338","Daniel","H.","Natividad","student0338@coedigo.local","student","College of Engineering","BSEE","3","09800000338","password"
"","STU-DEMO-0339","Elaine","I.","Ortega","student0339@coedigo.local","student","College of Engineering","BSCpE","4","09800000339","password"
"","STU-DEMO-0340","Francis","J.","Panganiban","student0340@coedigo.local","student","College of Engineering","BSME","5","09800000340","password"
"","STU-DEMO-0341","Gina","A.","Perez","student0341@coedigo.local","student","College of Engineering","BSCE","1","09800000341","password"
"","STU-DEMO-0342","Harold","B.","Ramos","student0342@coedigo.local","student","College of Engineering","BSEE","2","09800000342","password"
"","STU-DEMO-0343","Irene","C.","Rivera","student0343@coedigo.local","student","College of Engineering","BSCpE","3","09800000343","password"
"","STU-DEMO-0344","Jomari","D.","Robles","student0344@coedigo.local","student","College of Engineering","BSME","4","09800000344","password"
"","STU-DEMO-0345","Katrina","E.","Salazar","student0345@coedigo.local","student","College of Engineering","BSCE","5","09800000345","password"
"","STU-DEMO-0346","Leo","F.","Santiago","student0346@coedigo.local","student","College of Engineering","BSEE","1","09800000346","password"
"","STU-DEMO-0347","Maureen","G.","Soriano","student0347@coedigo.local","student","College of Engineering","BSCpE","2","09800000347","password"
"","STU-DEMO-0348","Nathan","H.","Tolentino","student0348@coedigo.local","student","College of Engineering","BSME","3","09800000348","password"
"","STU-DEMO-0349","Olivia","I.","Velasco","student0349@coedigo.local","student","College of Engineering","BSCE","4","09800000349","password"
"","STU-DEMO-0350","Paolo","J.","Vergara","student0350@coedigo.local","student","College of Engineering","BSEE","5","09800000350","password"
"","STU-DEMO-0351","Queenie","A.","Aguilar","student0351@coedigo.local","student","College of Engineering","BSCpE","1","09800000351","password"
"","STU-DEMO-0352","Ramon","B.","Alvarez","student0352@coedigo.local","student","College of Engineering","BSME","2","09800000352","password"
"","STU-DEMO-0353","Shaira","C.","Aquino","student0353@coedigo.local","student","College of Engineering","BSCE","3","09800000353","password"
"","STU-DEMO-0354","Toni","D.","Baluyot","student0354@coedigo.local","student","College of Engineering","BSEE","4","09800000354","password"
"","STU-DEMO-0355","Ulysses","E.","Basilio","student0355@coedigo.local","student","College of Engineering","BSCpE","5","09800000355","password"
"","STU-DEMO-0356","Vanessa","F.","Castillo","student0356@coedigo.local","student","College of Engineering","BSME","1","09800000356","password"
"","STU-DEMO-0357","Warren","G.","Chavez","student0357@coedigo.local","student","College of Engineering","BSCE","2","09800000357","password"
"","STU-DEMO-0358","Xandra","H.","Cruz","student0358@coedigo.local","student","College of Engineering","BSEE","3","09800000358","password"
"","STU-DEMO-0359","Yvonne","I.","Domingo","student0359@coedigo.local","student","College of Engineering","BSCpE","4","09800000359","password"
"","STU-DEMO-0360","Zion","J.","Enriquez","student0360@coedigo.local","student","College of Engineering","BSME","5","09800000360","password"
"","STU-DEMO-0361","Adrian","A.","Fernandez","student0361@coedigo.local","student","College of Engineering","BSCE","1","09800000361","password"
"","STU-DEMO-0362","Alyssa","B.","Francisco","student0362@coedigo.local","student","College of Engineering","BSEE","2","09800000362","password"
"","STU-DEMO-0363","Bianca","C.","Gonzales","student0363@coedigo.local","student","College of Engineering","BSCpE","3","09800000363","password"
"","STU-DEMO-0364","Bryan","D.","Gutierrez","student0364@coedigo.local","student","College of Engineering","BSME","4","09800000364","password"
"","STU-DEMO-0365","Camille","E.","Herrera","student0365@coedigo.local","student","College of Engineering","BSCE","5","09800000365","password"
"","STU-DEMO-0366","Cedric","F.","Jacinto","student0366@coedigo.local","student","College of Engineering","BSEE","1","09800000366","password"
"","STU-DEMO-0367","Clarisse","G.","Lazaro","student0367@coedigo.local","student","College of Engineering","BSCpE","2","09800000367","password"
"","STU-DEMO-0368","Daniel","H.","Lopez","student0368@coedigo.local","student","College of Engineering","BSME","3","09800000368","password"
"","STU-DEMO-0369","Elaine","I.","Magno","student0369@coedigo.local","student","College of Engineering","BSCE","4","09800000369","password"
"","STU-DEMO-0370","Francis","J.","Manalo","student0370@coedigo.local","student","College of Engineering","BSEE","5","09800000370","password"
"","STU-DEMO-0371","Gina","A.","Marquez","student0371@coedigo.local","student","College of Engineering","BSCpE","1","09800000371","password"
"","STU-DEMO-0372","Harold","B.","Morales","student0372@coedigo.local","student","College of Engineering","BSME","2","09800000372","password"
"","STU-DEMO-0373","Irene","C.","Natividad","student0373@coedigo.local","student","College of Engineering","BSCE","3","09800000373","password"
"","STU-DEMO-0374","Jomari","D.","Ortega","student0374@coedigo.local","student","College of Engineering","BSEE","4","09800000374","password"
"","STU-DEMO-0375","Katrina","E.","Panganiban","student0375@coedigo.local","student","College of Engineering","BSCpE","5","09800000375","password"
"","STU-DEMO-0376","Leo","F.","Perez","student0376@coedigo.local","student","College of Engineering","BSME","1","09800000376","password"
"","STU-DEMO-0377","Maureen","G.","Ramos","student0377@coedigo.local","student","College of Engineering","BSCE","2","09800000377","password"
"","STU-DEMO-0378","Nathan","H.","Rivera","student0378@coedigo.local","student","College of Engineering","BSEE","3","09800000378","password"
"","STU-DEMO-0379","Olivia","I.","Robles","student0379@coedigo.local","student","College of Engineering","BSCpE","4","09800000379","password"
"","STU-DEMO-0380","Paolo","J.","Salazar","student0380@coedigo.local","student","College of Engineering","BSME","5","09800000380","password"
"","STU-DEMO-0381","Queenie","A.","Santiago","student0381@coedigo.local","student","College of Engineering","BSCE","1","09800000381","password"
"","STU-DEMO-0382","Ramon","B.","Soriano","student0382@coedigo.local","student","College of Engineering","BSEE","2","09800000382","password"
"","STU-DEMO-0383","Shaira","C.","Tolentino","student0383@coedigo.local","student","College of Engineering","BSCpE","3","09800000383","password"
"","STU-DEMO-0384","Toni","D.","Velasco","student0384@coedigo.local","student","College of Engineering","BSME","4","09800000384","password"
"","STU-DEMO-0385","Ulysses","E.","Vergara","student0385@coedigo.local","student","College of Engineering","BSCE","5","09800000385","password"
"","STU-DEMO-0386","Vanessa","F.","Aguilar","student0386@coedigo.local","student","College of Engineering","BSEE","1","09800000386","password"
"","STU-DEMO-0387","Warren","G.","Alvarez","student0387@coedigo.local","student","College of Engineering","BSCpE","2","09800000387","password"
"","STU-DEMO-0388","Xandra","H.","Aquino","student0388@coedigo.local","student","College of Engineering","BSME","3","09800000388","password"
"","STU-DEMO-0389","Yvonne","I.","Baluyot","student0389@coedigo.local","student","College of Engineering","BSCE","4","09800000389","password"
"","STU-DEMO-0390","Zion","J.","Basilio","student0390@coedigo.local","student","College of Engineering","BSEE","5","09800000390","password"
"","STU-DEMO-0391","Adrian","A.","Castillo","student0391@coedigo.local","student","College of Engineering","BSCpE","1","09800000391","password"
